Average of viollevel,,Column Labels,,,,,
Row Labels,neighborhood,2015,2016,2017,2018,2019,Grand Total
Double Tree Club Hotel,BOSTON,1.714285714,2,0.5,1.333333333,,1.675675676
Blue Dragon,BOSTON,1,0,0,1.875,,1.675675676
Kaba African Market,ROXBURY,1.8125,1,1.666666667,1.5,2,1.675
Nico Restaurant,BOSTON,1.705882353,2.2,1.117647059,2.2,,1.674418605
Tatte Bakery & Cafe,BOSTON,2.1,1.605263158,1.925925926,1.414634146,1.333333333,1.674242424
Committee,BOSTON,1,1.4,1.230769231,2,,1.672727273
El Paso Enchiladas,BOSTON,0,1.461538462,1.833333333,2,1,1.671875
All Star Pizza Bar,BOSTON,,0,1.909090909,1.5,1.25,1.671232877
Tea Do/ Ice Age,BOSTON,,0,2,1.2,,1.666666667
Taste Winebar & Cafe,BOSTON,,,1,2,,1.666666667
MASS. COLLEGE OF PHARMACY,BOSTON,0,2,3,0,,1.666666667
Mario's Pizzeria,DORCHESTER,,,,1.666666667,,1.666666667
PUSHCART CAFE,BOSTON,1.166666667,0.8,0,2.666666667,,1.666666667
Dollar Tree No. 07679,WEST ROXBURY,,,,,1.666666667,1.666666667
JC Smoothies,BOSTON,,,,,1.666666667,1.666666667
Green Express,EAST BOSTON,1,0,2.333333333,0,,1.666666667
Guilt Nightclub/Candibar,BOSTON,1.25,1.642857143,,2.333333333,,1.666666667
El Pelon Taqueria,BOSTON,1.333333333,1,1.444444444,1.777777778,1.933333333,1.666666667
Go Go Stop,EAST BOSTON,0,2.333333333,1,0,,1.666666667
DUNKIN DONUTS (WTC),BOSTON,1,1.8,1,3,,1.666666667
CHINA HOUSE,BOSTON,1.714285714,1.7,1.2,1.896551724,1.285714286,1.666666667
Blu,BOSTON,1.666666667,2,1,2,,1.666666667
Chinatown Cafe,BOSTON,,1.8,1.444444444,1.8,,1.666666667
Cafeteria Boston,BOSTON,1.45,1.697368421,1.6,2,,1.666666667
FLORENTINE CAFFE,BOSTON,1.363636364,1.642857143,1.818181818,1.818181818,,1.659574468
Beard Papa's and Chatime,ALLSTON,,1.8,1.666666667,1.5,1.689655172,1.659574468
GRASSHOPPER VEGETARIAN,ALLSTON,1.670212766,1.9,1.5,1.679245283,,1.658767773
Citra A Fresh Cafe,BOSTON,1.714285714,2.5,0.5,1.285714286,,1.657894737
Florina Restaurant,BOSTON,,2.2,1.6,1.25,1,1.657142857
U Food Grill,EAST BOSTON,1,1.709677419,1.5,1.875,1,1.65625
Row 34,BOSTON,1.666666667,1,0,1.818181818,,1.65625
Fisherman's Net,BOSTON,0,1,2,2,0,1.655737705
N.U. Stetson Hall West,BOSTON,1.666666667,1.666666667,1.6,1.666666667,,1.655172414
FISHER COLLEGE,BOSTON,1.272727273,1.58974359,1.923076923,0.666666667,2,1.655172414
Black Seeds,BOSTON,,1.636363636,2,1.571428571,,1.655172414
CORRIB PUB,BRIGHTON,1,1.5,2,1.642857143,,1.654545455
Amelia's Taqueria,ALLSTON,2.166666667,1,2.2,1.625,1.625,1.71875
,BOSTON,1.444444444,2,1.636363636,1.551724138,1.75,1.597222222
Thinking Cup,BOSTON,1.266666667,1,2,1.941176471,2,1.653846154
DUNKIN'DONUTS/WATERMARK,BOSTON,1.666666667,1,2,1.666666667,,1.653846154
CASA ROMERO,BOSTON,2.125,0.833333333,1,1,,1.653846154
Vineyard Grille BR-02,EAST BOSTON,1,1.5,0,2.2,1,1.652173913
SPANGLER STUDENT CENTER,BOSTON,2,2.333333333,1.545454545,1,1.615384615,1.652173913
Hi Lab Cafe,ALLSTON,0,0,,1.80952381,,1.652173913
Villa Mexico Cafe,BOSTON,,1.45,2,1.8,0,1.651162791
Dig Inn,BOSTON,,1.681818182,1.733333333,1.476190476,1,1.650306748
Yankee Lobster,BOSTON,0,1.6,2,1,3,1.648648649
Earl's Kitchen and Bar,BOSTON,,,1,1.685714286,,1.648648649
Clay Pot Cafe,BOSTON,1.869565217,1.588235294,1.461538462,0,,1.648148148
Delta Sky Club Trmnl A Main,EAST BOSTON,0,1,2,3,,1.647058824
Brendan Behan Pub,JAMAICA PLAIN,2.090909091,0.666666667,1,1,,1.647058824
ASIAN GARDEN RESTAURANT INC.,BOSTON,,1.733333333,1.75,1.333333333,,1.647058824
Emack & Bolio's,BOSTON,1.444444444,1,1.333333333,2.153846154,,1.698412698
,CHARLESTOWN,1.428571429,0.666666667,1,2,,1.473684211
Thorntons Fenway Grille,BOSTON,1.866666667,1.333333333,1.571428571,1.333333333,,1.64516129
BOURBON ST. CAFE,BOSTON,1.666666667,1.583333333,1.666666667,1.653061224,1.714285714,1.643678161
Zia Gianna Italian Bakery & Caffe,DORCHESTER,,,1,1.75,2,1.642857143
SODEXO Wheelock College Longfellow Cafe 1st Fl.,BOSTON,1.6,3,1.6,0.5,,1.642857143
Dolly Market,DORCHESTER,1.333333333,2,2.111111111,1,,1.642857143
La Mamma Pizza And More,ALLSTON,2.125,1.482758621,1.333333333,1.666666667,,1.641975309
SBARRO RESTAURANT TRMNL E,EAST BOSTON,1.333333333,1.5,1.777777778,2,,1.64
La Cuchara Restaurant  Inc.,DORCHESTER,1.612903226,1.72972973,1.857142857,1.4,,1.639097744
Fresh Fuel at Granby Commons,BOSTON,1.888888889,1.2,1.571428571,2,,1.637681159
UMass Club,BOSTON,0,1.8,1.75,1.384615385,,1.637362637
Reelhouse Restaurant,EAST BOSTON,,,0.8,2.333333333,,1.636363636
HARVARD BUSINESS SCHOOL CAFETE,ALLSTON,2,1.857142857,0,1,,1.636363636
B.U. SCHOOL OF LAW CART,BOSTON,3,2,0,1,,1.636363636
Minina's Cafe,DORCHESTER,1.242424242,1.575757576,2.222222222,1.375,,1.635761589
Ernestos Pizza,BOSTON,1.425531915,2,2.285714286,1.8,,1.634146341
Los Caballeros Market Inc.,DORCHESTER,1.724137931,1.285714286,1.4,1.807692308,,1.632911392
St Peter Market,DORCHESTER,0,1.545454545,1.625,2,,1.632653061
OLIVEIRA'S RESTAURANT,EAST BOSTON,1.1875,1.903225806,1.782608696,1.833333333,,1.632653061
Steve's Greek Cuisine Inc.,BOSTON,1.666666667,1.444444444,1.777777778,1.666666667,,1.631578947
Spicy World,BOSTON,,1.473684211,1.555555556,2,,1.631578947
TRIDENT BOOKSELLERS AND CAFE,BOSTON,1.4375,2.066666667,1.625,1.62745098,,1.631578947
Ghirardelli Chocolate Co.,BOSTON,0,1.666666667,1.555555556,1.875,1.333333333,1.631578947
Blue State Coffee,BOSTON,2.5,0.666666667,0.333333333,1.6,,1.631578947
Wing's Kitchen,BOSTON,2,1.7,1.571428571,1.454545455,1.571428571,1.630769231
DOUZO JAPANESE RESTAURANT,BOSTON,1.582089552,1.272727273,2.333333333,1.597222222,1.666666667,1.630541872
Boston House of Pizza,BOSTON,,1.666666667,1.647058824,1.217391304,,1.507246377
,ROSLINDALE,1.566037736,1.866666667,1.615384615,1.578947368,,1.677966102
Seoul,BOSTON,,,,1.857142857,1.384615385,1.62962963
Ming's Supermarket,ROXBURY,1.523809524,1.555555556,1.620689655,1.846153846,1.5,1.628272251
Regina's (up),BOSTON,1.428571429,1.846153846,1.823529412,1.357142857,,1.628205128
City Hall Deli (8th Fl.),BOSTON,1.6,1.594594595,2.1,1.125,,1.628205128
My Thai Cafe Vegetarian & Bubble Tea Bristro,BOSTON,1.459459459,1.705882353,1.846153846,3,,1.628099174
No. 9 Park LLC,BOSTON,0,1.714285714,1.555555556,1.8,,1.627906977
Earl of Sandwich,BOSTON,1.666666667,0,1.75,1.625,,1.627906977
Wink & Nod,BOSTON,1.8,1.19047619,,2,,1.62745098
Roxy's Gourmet Grilled Cheese No. 1,BOSTON,0.8,2.428571429,1,1.529411765,2.428571429,1.627118644
Great Taste Bakery and Restaurant,BOSTON,1.666666667,1.6,1.666666667,1.5,,1.626865672
KIPO'S PIZZERIA RESTAURANT,CHARLESTOWN,1.476190476,1.909090909,2.090909091,1,,1.626865672
NOODLE STREET RESTAURANT,BOSTON,1.6875,2.03030303,1.315789474,1,1,1.626262626
C-Mart Herald Street,ROXBURY,1.346153846,1.733333333,2.083333333,1.8,1.285714286,1.625806452
SHRINERS' HOSP. FOR CHILDREN,BOSTON,2.5,1.5,1.6,1.222222222,1.4,1.625
SUFFOLK UNIV. SOMERSET CAFE,BOSTON,0,1,2.6,1.8,1,1.625
The Landing,BOSTON,0,1.5,0,2.333333333,,1.625
Zume's Coffee House,CHARLESTOWN,1.4,2.111111111,0,2,,1.625
The Butcher Shop,ROXBURY,1.428571429,0,1.8,1.692307692,,1.625
River St. Mini Mart,HYDE PARK,,,,1.625,,1.625
MISTRAL,BOSTON,1.428571429,1.833333333,0,1,,1.625
Rustica House of Pizza,ROSLINDALE,,,,,1.625,1.625
Seaport Wine & Spirit,BOSTON,,1.571428571,1,1.75,,1.625
Island Creek Oyster Bar,BOSTON,1.75,1.775,1,1.153846154,,1.625
J P Licks @ Charles Street,BOSTON,1.714285714,0,1.75,1.333333333,,1.625
75 CHESTNUT,BOSTON,1,1,2.111111111,1.555555556,,1.625
BERKELEY PERK CAFE,BOSTON,1.75,2,1,0.5,,1.625
International House of Pancake,BRIGHTON,1,1.4,1.695652174,1.657142857,1.538461538,1.623931624
V & D Variety Store,ROSLINDALE,1,1.333333333,1.583333333,1.818181818,,1.623762376
The Corner Restaurant,CHARLESTOWN,,,,1.566037736,2,1.62295082
THE BREAKFAST CLUB,ALLSTON,2.1,1.75,1.090909091,1.701754386,1.272727273,1.621118012
St. Elizabeth's Medical Center,BRIGHTON,2,1.5,1.4,1.75,,1.620689655
Scopa,BOSTON,,1,2.333333333,1.875,,1.620689655
SUSAN BAILIS ASSISTED LIVING,BOSTON,1.529411765,1.25,1.666666667,1.625,2,1.619047619
AFC Sushi @ Shaw's S upermarket No. 0602,BOSTON,2.090909091,1.6,0,0,3,1.619047619
Broadway Pastry,SOUTH BOSTON,0,1.666666667,1.666666667,0,2,1.619047619
Schraffts Center Cafe,CHARLESTOWN,0.933333333,0,2.333333333,1.789473684,2.125,1.618181818
Green Briar,BRIGHTON,1.666666667,1,2,1.636363636,,1.618181818
Shabu Maru,BOSTON,1.5,1.2,2,1.590909091,1.571428571,1.615384615
Starbucks Coffee/Transportation Bldg.,BOSTON,,1,1.8,1,,1.615384615
The Bostonian Boston - A Millennium Hotel,BOSTON,0.6,1.666666667,1.777777778,2.166666667,,1.615384615
New Shanghai,BOSTON,2,1.25,1.777777778,0,,1.615384615
Islamic Society of Boston CC,ROXBURY,,,1.714285714,1.461538462,1.833333333,1.615384615
Kneeland Cafe,BOSTON,,1.5,1.764705882,0,,1.615384615
DUNKIN DONUTS/GALLIVAN,DORCHESTER,1.625,1.666666667,1.5,1.75,,1.615384615
Kikka @ Whole Foods Charlestown,CHARLESTOWN,0.8,1.272727273,0,3,0,1.615384615
China Station Restaurant,DORCHESTER,1.533333333,1.631578947,1.411764706,1.78125,,1.615384615
Rebecca's Cafe Inc.,BOSTON,0,1.714285714,1.6875,1.923076923,1,1.614285714
NEPTUNE RESTAURANT,BOSTON,1,1.888888889,1.333333333,1.636363636,,1.613636364
CHINESE DRAGON,EAST BOSTON,1.260869565,1.645833333,1.777777778,2.2,,1.613636364
Cisco Brew Pub of Nantucket,EAST BOSTON,1,1.2,1.7,2,,1.613636364
Stoked Pizza Truck,BOSTON,1,2.142857143,0,1.285714286,,1.612903226
J J FOLEY'S GRILL INC.,BOSTON,1.333333333,1,2.25,1.466666667,,1.612903226
CONF. CTR. SCHOOL OF MGMENT,BOSTON,1.714285714,2.333333333,1,1.333333333,,1.612903226
Tres Gatos Cafe,JAMAICA PLAIN,1.5,1.333333333,1.909090909,1,,1.612244898
Zisis Convenience,BRIGHTON,0.8,1.666666667,1,2.333333333,,1.611111111
O'Saraceno,BOSTON,1.620689655,1.555555556,1.8,1.444444444,2,1.611111111
DUNKIN DONUTS (ALLSTON),ALLSTON,3,0,1,1.727272727,,1.611111111
Guckenheimer @ Berkeley Cafe,BOSTON,1.6,1.428571429,2,1.5,1.666666667,1.609756098
Roxy's Gourmet Grilled Cheese No. 2,BOSTON,1.461538462,1.4,1.666666667,1.738095238,,1.609195402
Zaaki,BOSTON,,,,1.608695652,,1.608695652
SPIKE'S JUNKYARD DOGS,ALLSTON,2,1,1,2,2,1.608695652
Dunkin Donuts Space No. 86,EAST BOSTON,,0,1.761904762,0,,1.608695652
HENNESSY'S OF BOSTON,BOSTON,1.5,0.5,1.666666667,1.6875,,1.607843137
B.U. WEST CAMPUS,ALLSTON,2.142857143,1,1.25,1.428571429,,1.607843137
Media,BOSTON,0.666666667,1.2,2,1.8,,1.607142857
Indulge India,BOSTON,,0.666666667,0,1.869565217,,1.607142857
Anthem,BOSTON,0,2.142857143,1.538461538,1.387096774,1.25,1.606741573
Boston Beer Works (Pier C),EAST BOSTON,1.333333333,1.4,1.444444444,2.266666667,,1.606557377
Subway (138 Cambridge St.),BOSTON,0,1.571428571,1.8,1.625,0,1.606060606
RINO'S PIZZA,DORCHESTER,1.25,1.5,1.8,1.916666667,,1.606060606
Barrington Coffee Roasting Co.,BOSTON,1.142857143,1.555555556,1.818181818,1.692307692,,1.605633803
Mother Juice Inc.,BOSTON,,1,1.9375,1.4,,1.605263158
The Tavern At The End Of The World,CHARLESTOWN,,,,1.580645161,1.666666667,1.604651163
The Q,BOSTON,1.888888889,0.833333333,1.5,1.454545455,,1.603448276
Ginger Exchange,BOSTON,2,2,2.222222222,1.631578947,,1.901960784
,ROXBURY,1.25,1.433333333,1.266666667,1.5,,1.4
Tin Tin Buffet,BRIGHTON,1.571428571,1.68,1.2,1.454545455,,1.602739726
THAI ACCENT,BOSTON,1.666666667,1.692307692,1,1.538461538,1.666666667,1.602739726
Saigon Hut,EAST BOSTON,0,1.555555556,1.416666667,1.8,,1.602564103
The Bacon Truck,BOSTON,1,1.333333333,1.857142857,1.604166667,2.571428571,1.602150538
Thaitation,BOSTON,1.733333333,1.56,1.625,1.454545455,,1.602150538
Cocobeet,BOSTON,1.428571429,1.457142857,1.875,1.555555556,0,1.602150538
Tavern In The Square Restaurant (North Station),BOSTON,1.6,1.681818182,1.631578947,1.708333333,1.1875,1.601769912
B. Good Burger,BOSTON,1.769230769,2.090909091,1.368421053,1.434782609,1,1.601769912
THAI BASIL,BOSTON,1.358974359,1.454545455,2.111111111,1.428571429,1.723404255,1.6
Sweetgreen,BOSTON,1.967741935,1.844086022,1.255813953,1.112903226,0.857142857,1.607940447
,ROXBURY,,3,0,0,1,1.333333333
The Industry,BOSTON,,,0,1.666666667,,1.6
The Westland,BOSTON,,,,0,2,1.6
Pressed Juicery,BOSTON,,,1.6,1.6,,1.6
NAIDELY'S MARKET,DORCHESTER,1.833333333,1.571428571,1.444444444,1,,1.6
Levy Premium Main Kitchen & Commissary,BOSTON,0,1.5,0.857142857,2.15,,1.6
Kebabish,BOSTON,,,0,1.62962963,,1.6
HEBREW REHAB CENTER,ROSLINDALE,2,1,2,1,,1.6
Jugos,ROXBURY,,,1,1.5625,2,1.6
La Baguette Marche Express,EAST BOSTON,0,0,1.666666667,3,,1.6
BOSTON SAIL LOFT,BOSTON,1.384615385,1.4,1.533333333,2,1.5,1.6
B.H.C.C. Coffee Shop,BOSTON,,,,1.6,,1.6
Baja Taco Truck,BOSTON,1.5,3,1.777777778,1.4,1,1.6
Mumbai Spice,BOSTON,1.619047619,1.733333333,2.454545455,1.363636364,1,1.598039216
Kung Fu Tea,ALLSTON,1.833333333,1.820512821,1.666666667,1.705882353,,1.77027027
,BRIGHTON,1,1.071428571,1.166666667,1.52173913,,1.311111111
Scoozi,BOSTON,1.533333333,1.727272727,1.461538462,1.714285714,1.5,1.596491228
BILLY TSE RESTAURANT,BOSTON,1.222222222,1.620689655,1.857142857,1.857142857,,1.596491228
SA PA Food Truck,BOSTON,,0,0,1.666666667,,1.595744681
Teriyaki House,BOSTON,1.777777778,2.058823529,1.25,1.111111111,,1.673076923
,SOUTH BOSTON,1.333333333,1.75,1.322580645,2,,1.558558559
Momogoose 2,BOSTON,1.625,2.2,0.333333333,1.25,,1.594594595
Home Run Cafe,DORCHESTER,0,1.5,1.529411765,1.9,1.5,1.594594595
Elenas Cafe,BOSTON,,1.727272727,1.333333333,2,0,1.59375
Back Bay Sandwich,BOSTON,1.325581395,1.75,1.805555556,1.470588235,,1.593406593
Wendy's,BOSTON,,1.705882353,2,1.15,0,1.593220339
Green Room Cafe,BOSTON,,,1.888888889,1.444444444,,1.592592593
CABANA GRILL,EAST BOSTON,1.272727273,1.823529412,1.571428571,1,,1.591549296
Bar Medallo,EAST BOSTON,1.75,0,1.8,1,,1.590909091
SIMMONS COLLEGE-THE FENS,BOSTON,1.64516129,1.833333333,1.5,1,1,1.590163934
Hei La Moon Restaurant,BOSTON,1.148148148,1.866666667,1.461538462,2.021276596,,1.588235294
Crave Mad For Chicken,BOSTON,1.564102564,1.75,3,1,,1.586666667
Cosi No.  214,BOSTON,1,1,0.666666667,2.285714286,,1.586206897
El Regreso Market,DORCHESTER,1.766666667,1,0.666666667,1.333333333,,1.585365854
DOLCE VITA (1696 Comm. Ave.),BRIGHTON,2,2.142857143,1,1.375,1,1.585365854
Sunrise Market,ALLSTON,2.333333333,1.571428571,1.5,1.375,1.5,1.583333333
Mother Juice,BOSTON,2,2.2,0,0.857142857,1,1.583333333
Pita Kabob,BOSTON,0,1.631578947,0.5,3,,1.583333333
Mehak Restaurant,EAST BOSTON,1,1.5,1.625,1.8,,1.583333333
Froyo World,ALLSTON,1.428571429,1.333333333,2,1.75,,1.583333333
Fuller Market,BOSTON,,,1.4,2.5,,1.583333333
Cinque Cento,ROXBURY,0,2.25,0,1.428571429,,1.583333333
Camden Food Co,EAST BOSTON,,1.846153846,1.4,0,,1.583333333
Dumpling Palace,BOSTON,1.622641509,1.566666667,1.469387755,1.611764706,,1.582872928
COLLEGE PIZZA,BOSTON,1.538461538,2.5,1,1.564705882,,1.582677165
ARTU,BOSTON,1.272727273,1.585365854,1.666666667,2,,1.582089552
PARAMOUNT,BOSTON,1.75,1.621848739,1.563636364,1.333333333,,1.58203125
UNIVERSITY GRILL & PIZZA,BOSTON,2,1.4,1,1.714285714,,1.580645161
THE LIVING ROOM,BOSTON,1.333333333,1.8,2,1.333333333,,1.580645161
RYO Asian Fusion,EAST BOSTON,1,1.333333333,2.333333333,2.2,,1.580645161
Alex Market VI,DORCHESTER,,1.785714286,1.6,1.333333333,,1.580645161
Little Steve's Pizza,BOSTON,1.125,1.6,2,1.709677419,1,1.579710145
China Sky Restaurant,DORCHESTER,1.909090909,1.694915254,1.43902439,1.380952381,,1.579268293
Sushi By Jay @ Stop & Shop,BRIGHTON,1.25,2.4,1.333333333,1.333333333,,1.578947368
Pit Stop Barbecue,MATTAPAN,1.355555556,1.457142857,1.901960784,1.525,,1.578947368
B.U. SCHOOL OF MANAGEMENT,BOSTON,2,1.75,0,0,,1.578947368
Courtyard Boston Downtown,BOSTON,1.608695652,1,1,1.85,,1.578313253
TIA'S WATERFRONT,BOSTON,0,1.4,0,1.785714286,,1.577777778
Warren Food Mart,ROXBURY,2,1.5,0.833333333,2,,1.576923077
CORPORATE CHEFS,BRIGHTON,0,1.333333333,1,2,,1.576923077
WONDER SPICE CAFE,JAMAICA PLAIN,1.793103448,1,1,1.916666667,,1.576271186
WARREN TAVERN,CHARLESTOWN,1.333333333,1.846153846,1,1.8,1,1.575757576
Fresh Food Generation,BOSTON,2.2,0,0,1.6,,1.764705882
,DORCHESTER,,0.5,1.8,2,1,1.375
CANTON EATERY,EAST BOSTON,1.285714286,1.717948718,1.363636364,1.875,,1.575757576
La Voile Brasserie,BOSTON,1.555555556,1.625,1.661016949,1.771428571,1.311111111,1.575
Blanco Market,JAMAICA PLAIN,0,1.545454545,1.285714286,2.2,1.545454545,1.574468085
Wagamama Restaurant,BOSTON,1.25,1.457142857,1.882352941,1.52173913,,1.574074074
The Cookie Monstah,BOSTON,1,,2,1,,1.571428571
Xi'an Street Foods,ALLSTON,,,1,1.666666667,,1.571428571
Sweet Kingdom,ALLSTON,,,,1,,1
,BOSTON,,1.333333333,0,3,,1.666666667
Yawkey Cafe,ROXBURY,,2.2,0,1.8,1,1.571428571
SODEXO @ UMASS JAZZMAN,DORCHESTER,0.666666667,1.923076923,2,0,,1.571428571
Seoul Soulongtang,ALLSTON,1.818181818,1.285714286,1.6,1.5,,1.571428571
MiniGrow,BOSTON,,,,1.571428571,,1.571428571
MASS EYE AND EAR INFIRMARY,BOSTON,0,0,2.153846154,1.3,2,1.571428571
SANDY'S VARIETY,DORCHESTER,,,,1.571428571,,1.571428571
LOCONTES RESTAURANT,BOSTON,1.444444444,,,1.666666667,,1.571428571
Sammy Carlo's Delicatessen & Catering Inc.,EAST BOSTON,1.125,1.666666667,2.2,1,,1.571428571
Elephant & Castle Pub and Restaurant,BOSTON,1.75,1.714285714,1.5,1,,1.571428571
Jaho Coffee Roaster & Wine Bar,BOSTON,1,2,1.5,1.575757576,,1.571428571
Blackmoor Bar & Kitchen,CHARLESTOWN,,0.5,1.714285714,1.6,,1.571428571
Brewer's Fork,CHARLESTOWN,1,2,0,2,1,1.571428571
Great Wok,DORCHESTER,1.333333333,1.333333333,1.492753623,1.8,2.125,1.56875
LIMONCELLO,BOSTON,1.41025641,1.875,1.625,1.583333333,,1.568421053
Brannellys Cafe,ROSLINDALE,2.272727273,1.666666667,1.181818182,1.468085106,1.4,1.568421053
Four Seasons Hotel Boston,BOSTON,1.95,1.487804878,1.523809524,1.2,1.2,1.568181818
Community Convenience Store,DORCHESTER,,1,1.714285714,1,,1.568181818
Liriano Grocery,ROXBURY,1.513513514,1.666666667,1.833333333,1.4,,1.567307692
King Do,DORCHESTER,1.333333333,1.923076923,1.75,1.375,1.285714286,1.567307692
Villa Francesca,BOSTON,1.214285714,2,2.2,1.666666667,,1.566666667
Market Fresh Kitchen,EAST BOSTON,0,1.666666667,1.545454545,1.666666667,,1.566666667
CAVAN CAFE,HYDE PARK,2.25,1.4,1.4,1,,1.566037736
Two Saints Tavern,BOSTON,,,2,1.333333333,1.636363636,1.565217391
IRON MOUNTAIN,BOSTON,3,1.333333333,2.333333333,0.888888889,,1.565217391
Giacomo's,BOSTON,1,1.375,,1.714285714,,1.565217391
CARLOS CUCINA ITALIANA,ALLSTON,2.25,1,1.333333333,1.625,1.25,1.565217391
Aloft Seaport Hotel -Re Fuel Bar,BOSTON,,0.666666667,1.466666667,2.4,,1.565217391
Finagle A Bagel,BOSTON,2,1.4375,1.588235294,1.625,2,1.564705882
Jillian's Billiard Club,BOSTON,1.611111111,1.333333333,1.333333333,1.631578947,,1.564102564
Bin 26 Enoteca,BOSTON,2,1.615384615,1.5,1.571428571,1,1.563380282
SPEEDY CHEN'S CHINESE RESTAURANT,CHARLESTOWN,1.473684211,1.8,1.45,1.555555556,1.2,1.563218391
Pennypackers 2,BOSTON,1.333333333,0,2,1.545454545,,1.5625
North East of the Border,BOSTON,1.6,2,1,1,,1.5625
J P Licks@Boylston St.,BOSTON,1.8,2,2,0.666666667,0,1.5625
Fins Sushi & Grill 2,BOSTON,1.733333333,1.71641791,1.266666667,1.307692308,,1.562091503
El Condor Market,EAST BOSTON,1.533333333,2,1,0,,1.56097561
China King Restaurant,BOSTON,1.559322034,1.909090909,1.222222222,1,,1.560509554
Parish Cafe,BOSTON,1.8125,1.568627451,1.4,1.357142857,,1.56043956
Warehouse Bar & Grille,BOSTON,1.333333333,1.571428571,3,1,,1.56
LYNCH'S EVERYDAY,DORCHESTER,0,1.333333333,2,1.4,,1.56
Lucky Rice,BOSTON,,,1.538461538,1.565217391,,1.559322034
Bonne Chance Cafe,BOSTON,1.75,1.285714286,1.636363636,1.636363636,1.5,1.559322034
SHALOH HOUSE,BRIGHTON,1.909090909,0,1,2,1.666666667,1.558823529
MCCORMICK & SCHMICK,BOSTON,2,1.571428571,1.606060606,1.4,1.75,1.558139535
Pressed Boston,BOSTON,,,,1.551724138,1.571428571,1.558139535
Cobblestones,BOSTON,1.4,2,0,1.571428571,2,1.558139535
MEGUMI OF JAPAN,BOSTON,0,2,1.666666667,1.333333333,1.5,1.555555556
Pina's Grocery,ROXBURY,,,,0,1.75,1.555555556
Myers & Chang,ROXBURY,,0,0,2.333333333,,1.555555556
Mulligans,BOSTON,,1.428571429,1.545454545,1.625,1.25,1.555555556
Hilton Boston Back Bay Gift Shop,BOSTON,0,2.333333333,0,0,,1.555555556
Boston Park Plaza Employee Cafeteria(3rdFl),BOSTON,1.4,2,3,1,1.333333333,1.555555556
CENTERFOLDS,BOSTON,,0,2.333333333,1.4,,1.555555556
Brothers Supermarket II,DORCHESTER,1,1.551724138,1.564102564,1.666666667,,1.555555556
Compliments Food Co.,BOSTON,1.857142857,1.333333333,2,1,,1.555555556
MDM Noodle,BRIGHTON,1.24,1.285714286,1.814814815,1.598130841,,1.554913295
Simpli Bar n Bites,JAMAICA PLAIN,1.791666667,1.620689655,1.666666667,1,,1.554347826
JOHNNY'S PIZZA & SUBS,DORCHESTER,1.692307692,1.628865979,1.333333333,1.419354839,,1.553299492
Prestige Cuisine,DORCHESTER,,1.571428571,1.375,1.743589744,1.25,1.552941176
Bourbon Street Cafe,BOSTON,1.8,1.692307692,1.6,1.1,,1.552631579
Genki Ya of Boston,BOSTON,1.581081081,1.75,1.285714286,1.375,,1.552447552
Levi's Restaurant & Lounge,DORCHESTER,1.722222222,1.5,1,1.333333333,,1.552083333
West Seventh Mini Market,SOUTH BOSTON,1.428571429,1.909090909,1,1,,1.551724138
Rosa Mexicano,SOUTH BOSTON,1,1.545454545,1.181818182,1.76,,1.551724138
THE CAFE ON NEW CHARDON ST.,BOSTON,1.666666667,1.489795918,1.545454545,1.625,,1.550458716
Ostra,BOSTON,0,1.666666667,0.5,0,2,1.55
Nebo Ristorante/Enoteca,BOSTON,2,1.571428571,1.5,1,,1.55
Papagayo,BOSTON,0,0,1.777777778,1.666666667,,1.55
IRONSIDE GRILLE,CHARLESTOWN,1.333333333,1.714285714,1.666666667,1.666666667,1.411764706,1.548780488
Ming Kee Poultry,BOSTON,1.2,0.666666667,2,1.888888889,,1.548387097
Jaho Coffee & Tea,ROXBURY,1.642857143,1.181818182,1.846153846,1,2,1.547368421
India Quality,BOSTON,1.785714286,1.538461538,1.609195402,1.338461538,1.421052632,1.545714286
Sol Azteca,BOSTON,1.777777778,1,1,1.4,,1.545454545
Sweet Cheeks,BOSTON,2.5,1,1,1,,1.545454545
RITZ-CARLTON BOSTON COMMON,BOSTON,,1.666666667,0,1.714285714,,1.545454545
Erie Pub,DORCHESTER,1.5,1.75,1,1.5,,1.545454545
89 Broad Street,BOSTON,,1.333333333,1.785714286,1,1.25,1.545454545
Bos Burger,DORCHESTER,,,,1.545454545,,1.545454545
Little Haiti International Cusine,HYDE PARK,1.564705882,1.625,1.8125,1.347826087,1.153846154,1.544401544
FILIPPO'S,BOSTON,1.2,1.25,1,2.428571429,0,1.543478261
Select Oyster Bar,BOSTON,2.125,2,0.857142857,0,,1.542857143
Tavern In The Square,ALLSTON,1.925925926,1,1.5,1.333333333,,1.542372881
ALFREDO'S ITALIAN KITCHEN,SOUTH BOSTON,1,1.740740741,1.5,1.666666667,,1.542372881
MORTON'S PIZZERIA,DORCHESTER,1.296296296,1.425531915,1,1.9,2,1.542056075
Las Americas Market,DORCHESTER,1.625,0.857142857,0.5,2,,1.540540541
Dunkin Donuts (219 Cambridge),ALLSTON,0,1.857142857,1,0,1.666666667,1.540540541
Tasty Burger,BOSTON,1.456521739,1.623188406,1.604938272,1.272727273,1.333333333,1.540178571
METRO SUBWAY INC.,BOSTON,0,1.789473684,1.730769231,1.358490566,1.533333333,1.54
Red Lantern,BOSTON,1.444444444,0,1.75,1.571428571,,1.539473684
